"OID_";"UIDENTSTLAE";"ULAND";"UREGBEZ";"UKREIS";"UGEMEINDE";"UJAHR";"UMONAT";"USTUNDE";"UWOCHENTAG";"UKATEGORIE";"UART";"UTYP1";"ULICHTVERH";"IstStrassenzustand";"IstRad";"IstPKW";"IstFuss";"IstKrad";"IstGkfz";"IstSonstige";"LINREFX";"LINREFY";"XGCSWGS84";"YGCSWGS84";"PLST"
266220;8,23E+018;8;2;12;0;2023;7;18;7;2;8;1;0;0;1;0;0;0;0;0;461618.61964497;5428415.78229223;8.47517296600006;49.0074422220001;2
208875;8,23E+018;8;2;12;0;2023;7;19;7;3;8;7;0;0;1;0;0;0;0;0;455088.4405;5427093.8997;8.38603045200006;48.9951110770001;1
210397;8,23E+018;8;2;12;0;2023;7;19;7;3;0;7;0;0;1;0;1;0;0;0;458393.8342;5429811.4668;8.43093635600008;49.0197876290001;1
208878;8,23E+018;8;2;12;0;2023;7;21;7;3;0;7;1;0;1;0;0;0;0;0;453998.186;5427040.0006;8.37113301200003;48.9945459790001;1
210399;8,23E+018;8;2;12;0;2023;7;21;7;3;0;7;2;0;1;0;0;1;0;0;455281.1969;5428751.3396;8.38848288100007;49.0100339060001;1
91274;8,23E+018;8;2;12;0;2023;8;11;1;3;0;1;0;0;1;0;0;0;0;0;463553.701;5422125.6545;8.50219600000003;48.950977897;1
209835;8,23E+018;8;2;12;0;2023;8;3;2;3;1;5;2;0;1;0;0;0;0;1;459329.3022;5427244.201;8.44398767000007;48.9967570000001;1
209651;8,23E+018;8;2;12;0;2023;8;5;2;2;0;6;0;0;1;0;0;0;0;0;449695.2875;5429603.4668;8.31199696000005;49.0172686590001;1
209869;8,23E+018;8;2;12;0;2023;8;8;2;3;0;7;0;0;1;0;0;0;0;0;455475.9045;5428211.0946;8.39120454400006;49.00518843;1
209870;8,23E+018;8;2;12;0;2023;8;11;2;3;5;2;0;0;1;1;0;0;0;0;460925.521;5427568.156;8.46577752700006;48.999774142;1
209469;8,23E+018;8;2;12;0;2023;8;13;2;3;6;6;0;0;1;0;1;0;0;0;456204.1813;5428709.303;8.40110824000004;49.0097219800001;1
91233;8,23E+018;8;2;12;0;2023;8;15;2;3;0;7;0;0;1;0;0;0;0;0;457855.6032;5428003.6264;8.42376286100006;49.0034893100001;1
266334;8,23E+018;8;2;12;0;2023;8;17;2;2;5;3;0;0;1;0;0;0;0;0;456531.366560894;5429056.27972283;8.40554496700003;49.01286621;2
266372;8,23E+018;8;2;12;0;2023;8;18;2;3;8;1;0;0;1;0;0;0;0;0;461742.569556649;5430089.09236399;8.47671003700003;49.0225017070001;2
92718;8,23E+018;8;2;12;0;2023;8;20;2;3;0;7;0;0;1;0;0;0;0;0;455641.9447;5434332.7442;8.39280495700007;49.060264992;1
209456;8,23E+018;8;2;12;0;2023;8;6;3;3;5;3;0;0;1;1;0;0;0;0;455255.9418;5433762.7187;8.38758447000004;49.0551096880001;1
266406;8,23E+018;8;2;12;0;2023;8;7;3;3;0;7;0;0;1;0;0;0;0;1;459293.265097851;5426802.50088891;8.44353928500004;48.9927814440001;2
209629;8,23E+018;8;2;12;0;2023;8;8;3;2;5;2;0;0;1;1;0;0;0;0;455092.6623;5429276.2919;8.38584679600007;49.014742202;1
210297;8,23E+018;8;2;12;0;2023;8;8;3;3;5;3;0;1;1;1;0;0;0;0;459723.5345;5430443.5432;8.44905952800002;49.0255615140001;1
210296;8,23E+018;8;2;12;0;2023;8;11;3;3;1;5;0;1;1;1;0;0;0;0;455485.4606;5427852.0371;8.39137456100002;49.0019593600001;1
209628;8,23E+018;8;2;12;0;2023;8;12;3;3;5;3;0;0;1;0;0;0;0;0;451166.1283;5431860.881;8.33183993900008;49.037692195;1
210271;8,23E+018;8;2;12;0;2023;8;2;4;3;0;7;2;0;1;0;0;0;0;0;457167.8271;5427722.4615;8.41438911500006;49.0009128450001;1
209433;8,23E+018;8;2;12;0;2023;8;8;4;3;0;7;0;0;1;0;0;0;0;0;455216.273;5428809.3762;8.38758871500005;49.0105512420001;1
209594;8,23E+018;8;2;12;0;2023;8;9;4;3;5;2;0;0;1;0;0;1;0;0;455737.1223;5428293.2784;8.39476710900004;49.0059464710001;1
210270;8,23E+018;8;2;12;0;2023;8;10;4;3;2;2;0;1;1;0;0;0;0;0;456897.7368;5425249.4078;8.41095888600006;48.9786485400001;1
210272;8,23E+018;8;2;12;0;2023;8;10;4;3;5;3;0;1;1;1;0;0;0;0;452297.9654;5429346.1623;8.34762079900003;49.015160941;1
210064;8,23E+018;8;2;12;0;2023;8;18;4;3;5;3;0;1;1;1;0;0;0;0;457082.0425;5427607.4972;8.41322846200006;48.9998727660001;1
210235;8,23E+018;8;2;12;0;2023;8;7;5;3;5;3;0;0;1;1;0;0;0;0;455450.5011;5432862.0021;8.39034633600005;49.0470218180001;1
266413;8,23E+018;8;2;12;0;2023;8;9;5;3;4;6;0;0;1;0;0;0;0;0;455765.4820873;5431530.98697567;8.39480184500008;49.03507196;2
209763;8,23E+018;8;2;12;0;2023;8;11;5;3;4;6;0;0;1;0;0;0;0;1;460768.4275;5426662.1867;8.46371734800005;48.9916147770001;1
210028;8,23E+018;8;2;12;0;2023;8;12;5;3;5;3;0;0;1;1;0;0;0;0;455882.3661;5428891.5665;8.39668798000002;49.0113385350001;1
209394;8,23E+018;8;2;12;0;2023;8;13;5;3;5;3;0;0;1;0;0;0;0;1;458453.2472;5428512.5195;8.43188190500007;49.0081074060001;1
209561;8,23E+018;8;2;12;0;2023;8;15;5;2;5;3;0;1;1;1;0;0;0;0;460787.2242;5427643.4279;8.46387956600006;49.00044246;1
210027;8,23E+018;8;2;12;0;2023;8;17;5;3;5;2;0;0;1;1;0;0;0;0;455396.5492;5427057.6671;8.39024622100004;48.9948074970001;1
209762;8,23E+018;8;2;12;0;2023;8;18;5;3;6;4;0;0;1;0;1;0;0;0;455669.9586;5428751.5299;8.39379875500003;49.010063669;1
210026;8,23E+018;8;2;12;0;2023;8;18;5;3;1;5;0;0;1;1;0;0;0;0;451421.6312;5428184.3612;8.33577580900004;49.004642167;1
266282;8,23E+018;8;2;12;0;2023;8;8;6;3;5;3;0;0;1;1;0;0;0;0;456759.513826151;5430275.07977349;8.40853492900004;49.023845479;2
266356;8,23E+018;8;2;12;0;2023;8;11;6;3;5;3;0;0;1;0;0;1;0;0;451735.643810292;5425904.03845;8.34033997500006;48.9841552360001;2
209964;8,23E+018;8;2;12;0;2023;8;11;6;3;0;7;0;0;1;0;0;0;0;0;455802.2292;5429225.1784;8.39555583600003;49.014333671;1
210195;8,23E+018;8;2;12;0;2023;8;12;6;3;5;2;0;1;1;1;0;0;0;0;455774.011;5427895.819;8.39531477000003;49.0023739260001;1
210192;8,23E+018;8;2;12;0;2023;8;12;6;3;5;3;0;1;1;1;0;0;0;0;461196.4428;5428006.3195;8.46943951000003;49.0037326120001;1
209519;8,23E+018;8;2;12;0;2023;8;15;6;3;0;7;0;0;1;0;0;0;0;0;459674.9729;5426745.7428;8.44876260700005;48.9922959400001;1
209962;8,23E+018;8;2;12;0;2023;8;17;6;3;5;2;0;0;1;1;0;0;0;0;456652.3898;5428243.9386;8.40728667000008;49.005567618;1
210193;8,23E+018;8;2;12;0;2023;8;20;6;3;5;2;1;1;1;1;0;0;0;0;458342.9797;5428342.7815;8.43039158000005;49.006573152;1
209736;8,23E+018;8;2;12;0;2023;8;23;6;3;1;5;2;0;1;1;0;0;0;0;454218.4605;5428728.6759;8.37395371200006;49.009752114;1
209709;8,23E+018;8;2;12;0;2023;8;9;7;2;9;7;0;0;1;0;0;0;0;0;453296.5099;5427294.6801;8.36151210200006;48.996784158;1
209708;8,23E+018;8;2;12;0;2023;8;10;7;3;1;5;0;0;1;1;0;0;0;0;453170.8046;5428922.7497;8.35960592700008;49.0114192;1
210160;8,23E+018;8;2;12;0;2023;8;10;7;3;1;5;0;0;1;1;0;0;0;0;455800.4336;5429502.9849;8.39550102300007;49.0168324370001;1
210159;8,23E+018;8;2;12;0;2023;8;16;7;3;5;3;0;0;1;1;0;0;0;0;455654.5683;5428838.8587;8.39357876900004;49.010848094;1
210158;8,23E+018;8;2;12;0;2023;8;19;7;3;5;3;0;0;1;1;0;0;0;0;458284.2155;5428081.6322;8.42961492500007;49.004220102;1
93445;8,23E+018;8;2;12;0;2023;9;10;1;3;2;6;0;0;1;1;0;0;0;0;458901.9053;5428212.6791;8.43804698100007;49.005440332;1
212500;8,23E+018;8;2;12;0;2023;9;17;1;3;5;3;0;0;1;1;0;0;0;0;456002.5317;5425895.5359;8.39865567300006;48.984397449;1
212501;8,23E+018;8;2;12;0;2023;9;18;1;3;0;4;0;0;1;0;1;0;0;0;453821.0467;5429562.5361;8.36842468500004;49.017223114;1
96350;8,23E+018;8;2;12;0;2023;9;0;2;2;8;1;2;0;1;0;0;0;0;0;461006.382;5425074.311;8.46712227700004;48.977346509;1
211361;8,23E+018;8;2;12;0;2023;9;10;2;2;0;7;0;0;1;0;0;0;0;0;461608.2443;5427513.1229;8.47511644100007;48.9993219450001;1
211360;8,23E+018;8;2;12;0;2023;9;10;2;3;2;6;0;0;1;1;0;0;0;0;456342.6807;5425944.739;8.40329917900004;48.984864176;1
212467;8,23E+018;8;2;12;0;2023;9;12;2;3;5;2;0;0;1;0;0;0;0;1;457430.7664;5428823.1173;8.41786848600003;49.0108315910001;1
94216;8,23E+018;8;2;12;0;2023;9;16;2;3;5;3;0;0;1;1;0;0;0;0;452808.6307;5429306.8262;8.35460883100006;49.0148463840001;1
210994;8,23E+018;8;2;12;0;2023;9;16;2;3;5;3;0;0;1;1;0;0;0;0;454749.2123;5427907.5407;8.38130262500005;49.002405084;1
210684;8,23E+018;8;2;12;0;2023;9;16;2;3;1;5;0;0;1;1;0;0;0;0;457662.0136;5428920.2443;8.42102047600002;49.011721171;1
210685;8,23E+018;8;2;12;0;2023;9;17;2;3;5;3;0;0;1;1;0;0;0;0;454054.319;5428456.71;8.37174005700007;49.0072935640001;1
96354;8,23E+018;8;2;12;0;2023;9;18;2;3;2;2;0;0;1;1;0;0;0;0;461758.621;5427325.5883;8.47718992400007;48.99764436;1
96356;8,23E+018;8;2;12;0;2023;9;20;2;2;5;2;2;1;1;1;0;0;0;0;455370.9609;5429722.2317;8.38960353700003;49.0187736600001;1
266532;8,23E+018;8;2;12;0;2023;9;8;3;3;6;6;0;0;1;0;1;0;0;0;456486.167855937;5429622.81532047;8.40486613900004;49.0179590720001;2
96274;8,23E+018;8;2;12;0;2023;9;11;3;3;5;3;0;0;1;1;0;0;0;0;454116.761;5426571.0956;8.37280683800003;48.99033696;1
95801;8,23E+018;8;2;12;0;2023;9;12;3;3;2;6;0;0;1;1;0;0;0;0;455856.66;5427019.6723;8.39653995000003;48.9944987980001;1
210955;8,23E+018;8;2;12;0;2023;9;13;3;2;0;5;0;0;1;0;0;0;0;0;456880.8353;5427829.9878;8.41045410100003;49.0018600780001;1
266533;8,23E+018;8;2;12;0;2023;9;13;3;2;2;6;0;0;1;0;0;0;0;0;455117.911949044;5426663.31804168;8.38648088400004;48.9912400900001;2
210954;8,23E+018;8;2;12;0;2023;9;14;3;3;0;7;0;0;1;0;0;0;0;0;459960.9875;5424697.3004;8.45287394800005;48.9738883380001;1
210956;8,23E+018;8;2;12;0;2023;9;16;3;2;5;3;0;0;1;1;0;0;0;0;451628.2;5428840.9535;8.33852184700004;49.010564442;1
212405;8,23E+018;8;2;12;0;2023;9;16;3;3;0;1;0;0;1;0;0;0;0;0;451047.9553;5426840.064;8.33082881800004;48.9925206830001;1
210953;8,23E+018;8;2;12;0;2023;9;18;3;3;4;6;0;0;1;0;0;0;0;0;456646.6078;5430287.2635;8.40698932800007;49.0239471470001;1
211265;8,23E+018;8;2;12;0;2023;9;8;4;2;5;3;0;0;1;1;0;0;0;0;460412.0607;5427284.1707;8.45878555100006;48.9971869170001;1
210615;8,23E+018;8;2;12;0;2023;9;8;4;3;5;3;0;0;1;0;0;0;0;1;455366.0733;5428600.7586;8.38966003000007;49.0086855610001;1
210616;8,23E+018;8;2;12;0;2023;9;8;4;3;0;5;0;0;1;1;0;0;0;0;454957.5377;5429053.8113;8.38402363400007;49.012731123;1
96208;8,23E+018;8;2;12;0;2023;9;10;4;3;5;2;0;0;1;1;0;0;0;0;459087.2876;5428755.7352;8.44052694400006;49.010337534;1
212333;8,23E+018;8;2;12;0;2023;9;12;4;2;5;2;0;0;1;0;0;0;0;1;451681.0623;5427367.93;8.33941996100003;48.9973187200001;1
93637;8,23E+018;8;2;12;0;2023;9;15;4;3;5;2;0;0;1;1;0;0;0;0;456377.848;5425945.317;8.40377975100006;48.9848718600001;1
94077;8,23E+018;8;2;12;0;2023;9;19;4;2;0;7;0;0;1;0;0;0;0;0;456586.8416;5425029.5979;8.40673385500003;48.9766495430001;1
94078;8,23E+018;8;2;12;0;2023;9;21;4;3;5;3;2;0;1;1;0;0;0;0;452912.1993;5427354.9604;8.35625151300008;48.99729719;1
210907;8,23E+018;8;2;12;0;2023;9;22;4;2;0;1;2;0;1;0;0;0;0;0;451005.302;5428598.5025;8.33003366500003;49.0083344550001;1
212264;8,23E+018;8;2;12;0;2023;9;7;5;2;2;2;0;0;1;0;0;1;0;0;454903.1147;5428102.7707;8.38338506700006;49.0041724590001;1
93597;8,23E+018;8;2;12;0;2023;9;7;5;3;5;3;0;0;1;0;0;1;0;0;452077.1526;5427783.4974;8.34478560500003;49.001087635;1
210566;8,23E+018;8;2;12;0;2023;9;8;5;3;0;1;0;1;1;0;0;0;0;1;461514.2361;5426018.9217;8.47397276700002;48.98587538;1
93594;8,23E+018;8;2;12;0;2023;9;9;5;3;5;3;0;0;1;0;0;0;1;0;449917.9207;5431851.5441;8.31476399600007;49.0375080700001;1
211210;8,23E+018;8;2;12;0;2023;9;9;5;3;0;3;0;0;1;1;0;0;0;0;457642.452;5428170.3438;8.42083122500003;49.0049743660001;1
211206;8,23E+018;8;2;12;0;2023;9;10;5;3;5;2;0;0;1;1;0;0;0;0;461830.7972;5428132.6817;8.47810077100007;49.0049088260001;1
95663;8,23E+018;8;2;12;0;2023;9;12;5;3;5;3;0;0;1;1;0;0;0;0;452632.7121;5429748.3498;8.35215158100004;49.018804415;1
95665;8,23E+018;8;2;12;0;2023;9;15;5;3;5;2;0;0;1;1;0;0;0;0;455235.007;5429144.411;8.38780793400002;49.013566267;1
212261;8,23E+018;8;2;12;0;2023;9;16;5;3;3;6;0;0;1;0;0;0;0;0;455977.5637;5429212.8899;8.39795488700003;49.0142356700001;1
210567;8,23E+018;8;2;12;0;2023;9;17;5;3;4;6;0;0;1;0;0;0;0;1;454221.8892;5429337.0975;8.37393197200004;49.015225157;1
211233;8,23E+018;8;2;12;0;2023;9;17;5;3;7;7;0;0;1;0;0;0;0;0;452957.2591;5429194.0006;8.35665442300007;49.0138428660001;1
211207;8,23E+018;8;2;12;0;2023;9;19;5;3;1;5;1;0;1;1;0;0;0;0;455739.78;5428388.4566;8.39479307200003;49.0068028000001;1
211456;8,23E+018;8;2;12;0;2023;9;1;6;3;6;7;2;1;1;0;1;0;0;0;455907.4656;5428733.0899;8.39704841200006;49.0099148160001;1
95604;8,23E+018;8;2;12;0;2023;9;6;6;3;5;3;2;0;1;1;0;0;0;0;452881.9581;5429072.6842;8.35563877700002;49.0127458760001;1
93940;8,23E+018;8;2;12;0;2023;9;7;6;3;3;2;0;0;1;0;0;0;0;1;455887.3764;5430219.2696;8.39661215200005;49.0232817020001;1
95603;8,23E+018;8;2;12;0;2023;9;8;6;3;5;3;0;0;1;0;0;0;0;1;457854.5402;5428003.9984;8.42374828800007;49.0034925830001;1
210824;8,23E+018;8;2;12;0;2023;9;8;6;3;5;3;0;0;1;1;0;0;0;0;460119.2084;5427779.8747;8.45473342700007;49.0016270300001;1
210821;8,23E+018;8;2;12;0;2023;9;11;6;3;5;3;0;0;1;1;0;0;0;0;459176.9173;5429150.0548;8.44171289000008;49.0138904420001;1
210820;8,23E+018;8;2;12;0;2023;9;14;6;3;6;7;0;0;1;0;1;0;0;0;456752.8074;5428639.8721;8.40861747600007;49.0091361340001;1
93533;8,23E+018;8;2;12;0;2023;9;16;6;3;5;3;0;0;1;1;0;0;0;0;453013.4973;5430407.8257;8.35728290000003;49.0247655320001;1
210515;8,23E+018;8;2;12;0;2023;9;18;6;3;5;3;1;1;1;0;0;0;0;1;457087.2192;5428632.3406;8.41319092500004;49.0090917330001;1
210513;8,23E+018;8;2;12;0;2023;9;19;6;2;0;1;2;1;1;0;0;0;0;0;459057.045;5428335.7303;8.44015576200007;49.006557511;1
212538;8,23E+018;8;2;12;0;2023;9;7;7;3;5;3;0;0;1;1;0;0;0;0;455735.9294;5430973.7168;8.39445838400008;49.0300571590001;1
210774;8,23E+018;8;2;12;0;2023;9;8;7;3;0;7;0;0;1;1;0;0;0;0;455294.4798;5425639.9726;8.38900690600008;48.982047779;1
211106;8,23E+018;8;2;12;0;2023;9;12;7;3;5;2;0;0;1;1;0;0;0;0;457896.3253;5428041.3465;8.42431571000003;49.0038313870001;1
212152;8,23E+018;8;2;12;0;2023;9;15;7;2;5;3;0;0;1;1;0;0;0;0;455790.8388;5428478.0325;8.39548144600008;49.0076122040001;1
212535;8,23E+018;8;2;12;0;2023;9;16;7;2;6;4;0;0;1;0;1;0;0;0;456164.2146;5428501.1497;8.40058421800006;49.0078467810001;1
212151;8,23E+018;8;2;12;0;2023;9;18;7;3;1;5;0;0;1;1;0;0;0;0;451767.3764;5428082.2386;8.34051507000004;49.0037506900001;1
211107;8,23E+018;8;2;12;0;2023;9;19;7;3;5;2;0;0;1;1;0;0;0;0;456879.4839;5427895.0936;8.41042871200006;49.0024456190001;1
211437;8,23E+018;8;2;12;0;2023;9;21;7;3;3;6;2;0;1;0;0;0;0;0;455776.5392;5428007.8877;8.39533713100008;49.0033821770001;1
95116;8,23E+018;8;2;12;0;2023;10;2;1;3;5;2;2;0;1;1;0;0;0;0;458106.8051;5427630.1393;8.42723587300003;49.000146833;1
213608;8,23E+018;8;2;12;0;2023;10;9;2;3;5;3;0;0;1;1;0;0;0;0;457843.986;5428686.762;8.42353309700008;49.0096334240001;1
95417;8,23E+018;8;2;12;0;2023;10;11;2;3;5;3;0;0;1;1;0;0;0;0;459008.1615;5428312.3947;8.43948973000005;49.006344358;1
98434;8,23E+018;8;2;12;0;2023;10;13;2;2;0;7;0;0;1;0;0;0;0;0;456441.11;5423884.4721;8.40486507900005;48.9663386770001;1
212061;8,23E+018;8;2;12;0;2023;10;15;2;2;5;2;0;0;1;1;0;0;0;0;453050.0729;5428770.8559;8.35797258600007;49.0100437350001;1
98568;8,23E+018;8;2;12;0;2023;10;15;2;2;5;3;0;1;1;1;0;0;0;0;456363.936;5426325.968;8.40354874900004;48.9882948900001;1
211776;8,23E+018;8;2;12;0;2023;10;15;2;3;5;5;0;0;1;1;0;0;0;0;453349.1715;5428907.8185;8.36204667000004;49.0112984040001;1
213607;8,23E+018;8;2;12;0;2023;10;15;2;3;0;7;0;0;1;0;0;0;0;0;455415.2487;5428770.7602;8.39031376000003;49.0102182960001;1
213069;8,23E+018;8;2;12;0;2023;10;17;2;3;4;3;2;1;1;0;0;0;0;1;454776.153;5428518.6077;8.38160289300004;49.007903658;1
213070;8,23E+018;8;2;12;0;2023;10;20;2;3;0;7;2;1;1;0;0;0;0;0;460766.947;5427170.7716;8.46364800000004;48.9961895220001;1
213275;8,23E+018;8;2;12;0;2023;10;1;3;3;0;7;2;1;1;0;0;0;0;0;458727.0085;5428214.0454;8.43565552000007;49.005440951;1
95032;8,23E+018;8;2;12;0;2023;10;6;3;3;0;2;2;0;1;1;0;0;0;0;455649.2315;5427290.5385;8.39367490100005;48.9969204060001;1
98355;8,23E+018;8;2;12;0;2023;10;8;3;3;5;2;1;1;1;1;0;0;0;0;458110.2214;5427626.2898;8.42728297500003;49.000112438;1
213276;8,23E+018;8;2;12;0;2023;10;13;3;3;5;2;0;1;1;1;0;0;0;0;459115.1632;5429609.2198;8.44082213600007;49.0180166160001;1
266680;8,23E+018;8;2;12;0;2023;10;14;3;3;4;6;0;0;1;0;0;0;0;0;454320.931437819;5427241.75523381;8.37552213700008;48.996384742;2
211728;8,23E+018;8;2;12;0;2023;10;16;3;3;6;6;0;0;1;0;1;0;0;0;455834.5788;5428867.4341;8.39603714900005;49.0111180430001;1
213037;8,23E+018;8;2;12;0;2023;10;17;3;3;5;2;1;1;1;1;0;0;0;0;456732.1;5428854.489;8.40831145300007;49.011065188;1
213038;8,23E+018;8;2;12;0;2023;10;17;3;3;5;3;2;1;1;1;0;0;0;0;458961.1332;5428364.0551;8.43884149000007;49.0068059270001;1
211726;8,23E+018;8;2;12;0;2023;10;21;3;3;5;2;2;0;1;1;0;0;0;0;454300.4579;5429318.956;8.37500846500006;49.0150677980001;1
213242;8,23E+018;8;2;12;0;2023;10;9;4;3;5;3;0;0;1;1;0;0;0;0;453478.0647;5426390.1214;8.36409756400008;48.988661295;1
266683;8,23E+018;8;2;12;0;2023;10;16;4;3;5;3;0;1;1;0;0;0;0;0;459754.945938415;5431349.14100502;8.44939930100003;49.0337095560001;2
94981;8,23E+018;8;2;12;0;2023;10;17;4;3;0;2;0;0;1;1;0;0;0;0;458072.7483;5427691.524;8.42676393500005;49.0006966870001;1
95316;8,23E+018;8;2;12;0;2023;10;18;4;3;5;3;0;0;1;1;0;0;0;0;459651.2166;5427948.1274;8.44831844200007;49.003110081;1
213519;8,23E+018;8;2;12;0;2023;10;19;4;3;5;3;2;1;1;0;0;0;0;1;454282.1915;5428871.4903;8.37480907200006;49.0110414640001;1
95314;8,23E+018;8;2;12;0;2023;10;20;4;3;5;3;2;0;1;1;0;0;0;0;456373.5851;5426618.5712;8.40364922100002;48.9909275800001;1
213476;8,23E+018;8;2;12;0;2023;10;6;5;3;5;3;2;1;1;1;0;0;0;0;457847.631;5428672.416;8.42358442800003;49.0095046280001;1
211619;8,23E+018;8;2;12;0;2023;10;8;5;3;0;7;0;0;1;0;0;0;0;0;459275.9318;5430728.0332;8.44290851900007;49.0280911500001;1
212368;8,23E+018;8;2;12;0;2023;10;8;5;3;0;7;0;0;1;0;0;0;0;0;463958.1293;5428360.8466;8.50716702200003;49.0070891300001;1
211937;8,23E+018;8;2;12;0;2023;10;9;5;3;5;3;0;0;1;1;0;0;0;0;455408.916;5432613.709;8.38980461300002;49.044785405;1
98716;8,23E+018;8;2;12;0;2023;10;13;5;3;5;2;0;1;1;1;0;0;0;0;452567.8357;5431600.339;8.35104771200003;49.0354580660001;1
213205;8,23E+018;8;2;12;0;2023;10;13;5;3;3;2;0;0;1;1;0;0;0;0;453434.7084;5428931.5912;8.36321359000004;49.0115187010001;1
213471;8,23E+018;8;2;12;0;2023;10;14;5;3;3;2;0;1;1;1;0;0;0;0;455187.8021;5428485.4402;8.38723516200003;49.0076353420001;1
211621;8,23E+018;8;2;12;0;2023;10;16;5;3;5;3;0;0;1;0;0;0;0;0;456491.1844;5428059.8952;8.40510227300007;49.0039007820001;1
211938;8,23E+018;8;2;12;0;2023;10;17;5;3;5;3;0;0;1;1;0;0;0;0;458131.6476;5428606.5713;8.42747482100003;49.008931681;1
211936;8,23E+018;8;2;12;0;2023;10;17;5;3;6;4;0;0;1;0;1;0;0;0;455031.1246;5426705.0738;8.38528998900006;48.9916093740001;1
96277;8,23E+018;8;2;12;0;2023;10;1;6;3;5;3;2;0;1;1;0;0;0;0;457925.223;5427940.32;8.42472127600007;49.0029246080001;1
213415;8,23E+018;8;2;12;0;2023;10;8;6;3;5;3;0;1;1;0;0;0;0;1;453693.3317;5425692.7556;8.36711927800008;48.982404606;1
213164;8,23E+018;8;2;12;0;2023;10;8;6;3;4;6;0;0;1;0;0;0;0;0;454352.3828;5429921.9203;8.37565071700004;49.020495338;1
211897;8,23E+018;8;2;12;0;2023;10;9;6;3;5;3;0;0;1;1;0;0;0;0;459610.733;5428044.7663;8.44775533200004;49.003976719;1
211565;8,23E+018;8;2;12;0;2023;10;12;6;2;5;7;0;0;1;0;0;0;0;1;453012.2278;5430892.8514;8.35720934000005;49.029128245;1
211562;8,23E+018;8;2;12;0;2023;10;16;6;2;0;7;0;0;1;0;0;0;0;0;460576.898;5432348.077;8.46054689900007;49.0427482470001;1
211563;8,23E+018;8;2;12;0;2023;10;16;6;3;0;1;0;0;1;0;0;0;0;0;455411.6454;5427326.3279;8.39042309400003;48.9972252220001;1
211564;8,23E+018;8;2;12;0;2023;10;16;6;3;0;7;1;0;1;0;0;0;0;0;463303.2009;5428292.1682;8.49821816000002;49.0064327530001;1
213108;8,23E+018;8;2;12;0;2023;10;10;7;3;1;5;0;0;1;1;0;0;0;0;455400.1622;5428687.9744;8.39011656400004;49.0094725400001;1
213111;8,23E+018;8;2;12;0;2023;10;12;7;3;6;7;0;1;1;0;1;0;0;0;458375.3573;5429157.6502;8.43075072200003;49.0139052070001;1
98548;8,23E+018;8;2;12;0;2023;10;18;7;2;5;3;1;0;1;1;0;0;0;0;462842.241;5421351.453;8.49254950000005;48.943971343;1
211845;8,23E+018;8;2;12;0;2023;10;22;7;3;1;5;2;0;1;1;0;0;0;0;456954.2985;5428589.0648;8.41137799600006;49.0086932040001;1
97106;8,23E+018;8;2;12;0;2023;11;10;1;3;2;3;0;1;1;1;0;0;0;0;459437.9278;5429941.5916;8.44520310800004;49.0210276620001;1
214555;8,23E+018;8;2;12;0;2023;11;13;1;2;0;1;0;1;1;0;0;0;0;0;456886.7665;5427792.743;8.41053914400004;49.0015254700001;1
214556;8,23E+018;8;2;12;0;2023;11;17;1;3;5;3;2;0;1;1;0;0;0;0;456186.1546;5428843.2675;8.40084728600004;49.010925726;1
214534;8,23E+018;8;2;12;0;2023;11;9;2;2;5;3;0;0;1;0;0;0;0;0;460314.1701;5430868.3024;8.45709686300006;49.029420584;1
212654;8,23E+018;8;2;12;0;2023;11;9;2;3;2;6;0;1;1;1;0;0;0;0;454958.3637;5427500.9798;8.38420719000004;48.9987633280001;1
212656;8,23E+018;8;2;12;0;2023;11;9;2;3;6;7;0;1;1;0;1;0;0;0;455481.7552;5428261.1892;8.39127904600002;49.0056394580001;1
214304;8,23E+018;8;2;12;0;2023;11;18;2;3;5;2;2;1;1;1;0;0;0;0;461020.9411;5427807.5563;8.46705906500006;49.0019336350001;1
214305;8,23E+018;8;2;12;0;2023;11;18;2;3;5;3;2;1;1;1;0;0;0;0;461557.232;5427496.332;8.47442063200003;48.999167732;1
96746;8,23E+018;8;2;12;0;2023;11;19;2;3;5;3;2;1;1;1;0;0;0;0;451940.1706;5430923.2384;8.34254104300004;49.0293189560001;1
97687;8,23E+018;8;2;12;0;2023;11;19;2;3;5;3;2;1;1;1;0;0;0;0;452514.2879;5427570.0661;8.35078678900004;48.999201596;1
212876;8,23E+018;8;2;12;0;2023;11;19;2;3;5;3;2;1;1;1;0;0;0;0;455092.8806;5429276.2765;8.38584978300003;49.0147420800001;1
214267;8,23E+018;8;2;12;0;2023;11;7;3;3;0;7;2;1;1;0;0;0;0;0;455970.4446;5427885.3524;8.39800151200006;49.0022938210001;1
266753;8,23E+018;8;2;12;0;2023;11;7;3;3;0;7;1;1;1;0;0;0;0;1;452419.18748591;5427889.93637532;8.34944921300007;49.002071518;2
212839;8,23E+018;8;2;12;0;2023;11;8;3;3;5;2;0;1;1;1;0;0;0;0;454143.4909;5425696.3172;8.37327088700005;48.9824702280001;1
96712;8,23E+018;8;2;12;0;2023;11;8;3;3;5;3;0;1;1;1;0;0;0;0;456364.1721;5426314.8703;8.40355316700004;48.9881950810001;1
214498;8,23E+018;8;2;12;0;2023;11;9;3;2;5;3;0;1;1;1;0;0;0;0;451836.0469;5431581.8766;8.34103848400002;49.0352352630001;1
